frame_id,timestamp_sec,class,x1,y1,x2,y2,confidence
107,3.533,car,1414,959,1612,1078,0.6414
107,3.533,motorcycle,1458,655,1490,724,0.5053
107,3.533,person,1287,806,1339,897,0.5038
108,3.567,car,1100,759,1268,883,0.8602
108,3.567,car,1422,948,1617,1077,0.6375
108,3.567,motorcycle,1459,655,1494,721,0.5485
109,3.6,car,1111,753,1278,876,0.8798
109,3.6,car,1429,936,1622,1078,0.7842
109,3.6,motorcycle,593,900,693,999,0.5934
110,3.633,car,1123,748,1287,864,0.8572
110,3.633,car,1439,923,1625,1077,0.716
110,3.633,motorcycle,944,725,997,785,0.5299
110,3.633,motorcycle,941,704,993,784,0.5201
110,3.633,motorcycle,608,885,707,991,0.5142
111,3.667,car,1137,742,1297,858,0.9037
111,3.667,car,1446,918,1629,1074,0.8577
111,3.667,motorcycle,953,729,1002,781,0.5133
112,3.7,car,1452,909,1633,1068,0.8897
112,3.7,car,1148,735,1305,850,0.8842
113,3.733,car,1161,730,1315,840,0.8767
113,3.733,car,1460,898,1633,1054,0.8767
113,3.733,car,1712,555,1760,596,0.5191
114,3.767,car,1171,725,1325,834,0.8559
114,3.767,car,1465,891,1636,1044,0.848
114,3.767,person,1323,775,1373,867,0.6351
114,3.767,motorcycle,973,695,1025,771,0.5871
114,3.767,motorcycle,1483,637,1515,700,0.5512
115,3.8,car,1184,718,1331,827,0.8352
115,3.8,car,1470,881,1639,1035,0.8307
115,3.8,car,1760,535,1802,571,0.6463
115,3.8,motorcycle,1485,634,1516,697,0.5866
115,3.8,car,1712,554,1762,601,0.573
115,3.8,person,1329,771,1377,860,0.5633
115,3.8,motorcycle,685,843,772,959,0.563
116,3.833,car,1194,715,1337,819,0.8213
116,3.833,car,1476,873,1642,1023,0.7479
116,3.833,car,1760,536,1802,570,0.5938
116,3.833,motorcycle,1487,633,1518,696,0.5348
117,3.867,car,1204,709,1346,812,0.8493
117,3.867,car,1483,867,1646,1010,0.844
117,3.867,motorcycle,996,688,1043,765,0.5861
118,3.9,car,1488,861,1647,1001,0.8573
118,3.9,car,1214,702,1352,806,0.831
118,3.9,motorcycle,999,686,1050,760,0.562
119,3.933,car,1222,692,1361,798,0.8001
119,3.933,car,1493,849,1648,989,0.7914
119,3.933,person,1342,752,1394,843,0.6183
119,3.933,motorcycle,1008,685,1056,756,0.5246
120,3.967,car,1497,844,1651,980,0.8117
120,3.967,car,1231,692,1368,793,0.6322
120,3.967,motorcycle,1014,679,1062,755,0.5673
121,4.0,car,1242,688,1374,786,0.6461
121,4.0,car,1501,837,1653,972,0.6245
121,4.0,motorcycle,1023,678,1069,753,0.621
122,4.033,car,1506,826,1654,961,0.8231
122,4.033,car,1251,687,1379,782,0.7605
123,4.067,car,1510,822,1657,952,0.8452
123,4.067,car,1258,684,1389,775,0.7556
123,4.067,motorcycle,1036,676,1084,748,0.5689
123,4.067,motorcycle,1356,744,1408,826,0.5146
124,4.1,car,1516,815,1658,942,0.7977
124,4.1,car,1266,678,1396,769,0.6746
124,4.1,motorcycle,799,802,874,909,0.6132
124,4.1,motorcycle,1043,674,1090,746,0.5766
125,4.133,car,1519,810,1660,934,0.785
125,4.133,car,1272,676,1405,765,0.7314
125,4.133,motorcycle,808,800,884,905,0.5353
125,4.133,motorcycle,811,805,883,905,0.526
125,4.133,motorcycle,1049,673,1094,744,0.5098
126,4.167,car,1522,804,1662,927,0.8214
126,4.167,car,1281,672,1411,760,0.533
127,4.2,car,1527,800,1661,917,0.8371
128,4.233,car,1530,795,1664,910,0.868
129,4.267,car,1532,790,1665,903,0.8218
129,4.267,motorcycle,1381,732,1429,800,0.5359
130,4.3,car,1536,786,1665,895,0.8525
130,4.3,motorcycle,1384,730,1431,798,0.6132
130,4.3,car,1312,658,1423,740,0.5202
131,4.333,car,1538,781,1668,887,0.7983
132,4.367,car,1542,775,1668,883,0.7217
132,4.367,motorcycle,1087,656,1131,724,0.5839
133,4.4,car,1545,771,1671,876,0.7908
133,4.4,car,1419,1007,1601,1078,0.6118
134,4.433,car,1549,765,1671,867,0.8053
134,4.433,car,1338,641,1446,719,0.551
135,4.467,car,1551,762,1671,861,0.8231
135,4.467,car,1423,981,1611,1078,0.6743
135,4.467,motorcycle,565,944,692,1061,0.5381
136,4.5,car,1553,755,1671,856,0.8022
136,4.5,car,1426,971,1614,1079,0.7719
136,4.5,motorcycle,583,929,708,1054,0.663
136,4.5,motorcycle,1109,652,1150,715,0.5157
137,4.533,car,1558,752,1674,850,0.8275
137,4.533,car,1430,959,1617,1079,0.8111
137,4.533,car,1354,634,1458,710,0.5262
138,4.567,car,1560,746,1674,842,0.8426
138,4.567,car,1437,948,1622,1078,0.794
138,4.567,motorcycle,943,761,1003,848,0.5352
138,4.567,car,1361,632,1464,707,0.5245
139,4.6,car,1562,744,1675,837,0.8273
139,4.6,car,1445,937,1627,1078,0.705
139,4.6,motorcycle,636,906,751,1030,0.6362
139,4.6,car,1366,632,1466,705,0.5825
140,4.633,car,1451,925,1629,1077,0.8568
140,4.633,car,1565,737,1676,834,0.7761
141,4.667,car,1458,917,1631,1076,0.8654
141,4.667,car,1565,734,1676,829,0.5952
141,4.667,car,1376,627,1476,699,0.5416
141,4.667,car,1566,732,1676,828,0.505
142,4.7,car,1465,907,1634,1066,0.8685
142,4.7,car,1568,729,1674,819,0.7075
142,4.7,car,1382,626,1470,696,0.5798
142,4.7,motorcycle,686,883,793,1009,0.5085
143,4.733,car,1471,898,1635,1052,0.8584
143,4.733,car,1571,727,1677,815,0.6444
144,4.767,car,1476,889,1637,1041,0.8254
144,4.767,car,1572,719,1677,809,0.7268
144,4.767,motorcycle,1147,636,1186,698,0.6139
144,4.767,motorcycle,715,871,816,994,0.5189
145,4.8,car,1481,878,1638,1030,0.8556
145,4.8,car,1572,720,1681,808,0.7367
145,4.8,motorcycle,1150,638,1189,695,0.5481
145,4.8,motorcycle,1425,682,1468,747,0.5167
146,4.833,car,1486,871,1641,1018,0.8408
146,4.833,car,1402,613,1495,683,0.7074
146,4.833,motorcycle,1428,678,1469,744,0.7036
146,4.833,car,1574,714,1680,803,0.6792
146,4.833,motorcycle,741,875,840,980,0.5766
147,4.867,car,1492,865,1643,1005,0.8239
147,4.867,car,1575,711,1681,795,0.6814
147,4.867,car,1408,609,1498,680,0.6626
147,4.867,motorcycle,1431,678,1472,740,0.6564
147,4.867,motorcycle,1161,633,1198,692,0.559
148,4.9,car,1498,855,1645,995,0.8355
148,4.9,car,1577,707,1681,792,0.7075
148,4.9,motorcycle,1165,630,1202,690,0.6064
148,4.9,motorcycle,1432,674,1474,737,0.5833
148,4.9,motorcycle,1025,750,1076,810,0.5065
149,4.933,car,1499,850,1648,985,0.7963
149,4.933,car,1414,607,1505,674,0.682
149,4.933,car,1576,704,1681,787,0.6658
149,4.933,motorcycle,1169,629,1206,689,0.594
149,4.933,motorcycle,1432,674,1475,733,0.5505
150,4.967,car,1506,840,1650,976,0.8042
150,4.967,car,1577,701,1681,784,0.6917
151,5.0,car,1509,833,1649,966,0.842
151,5.0,car,1578,698,1682,778,0.6498
151,5.0,car,1424,603,1513,669,0.5586
152,5.033,car,1513,827,1654,955,0.8028
152,5.033,car,1430,604,1515,665,0.6453
153,5.067,car,1520,820,1655,947,0.7945
153,5.067,car,1434,601,1519,662,0.7657
153,5.067,car,1249,1023,1415,1076,0.6133
154,5.1,car,1523,814,1657,938,0.8091
154,5.1,car,1437,601,1520,659,0.6704
154,5.1,car,1250,1009,1430,1077,0.5763
154,5.1,car,1589,689,1683,767,0.5476
155,5.133,car,1525,807,1657,930,0.8268
155,5.133,car,1254,994,1437,1078,0.579
155,5.133,car,1440,601,1523,657,0.5745
155,5.133,car,1588,685,1682,762,0.5217
155,5.133,motorcycle,1450,652,1488,717,0.5135
156,5.167,car,1529,802,1660,923,0.8405
156,5.167,car,1261,982,1448,1078,0.7868
156,5.167,car,1590,682,1682,757,0.7102
156,5.167,car,1444,596,1528,655,0.5279
157,5.2,car,1534,797,1659,912,0.8568
157,5.2,car,1270,971,1457,1080,0.7314
157,5.2,car,1592,680,1682,755,0.6873
158,5.233,car,1536,791,1662,904,0.8683
158,5.233,car,1595,677,1681,751,0.7484
158,5.233,car,1453,590,1533,649,0.6862
158,5.233,car,1281,965,1466,1079,0.6535
158,5.233,motorcycle,1455,651,1491,710,0.5183
159,5.267,car,1540,784,1661,896,0.8325
159,5.267,car,1457,586,1538,646,0.8142
159,5.267,car,1291,955,1471,1079,0.7075
159,5.267,car,1595,674,1684,746,0.673
160,5.3,car,1543,780,1662,888,0.8562
160,5.3,car,1460,584,1541,643,0.7012
160,5.3,car,1303,941,1478,1078,0.651
160,5.3,car,1597,670,1685,742,0.6372
161,5.333,car,1546,774,1665,882,0.7905
161,5.333,car,1312,933,1483,1077,0.789
161,5.333,car,1464,585,1542,642,0.7337
161,5.333,car,1598,669,1687,741,0.6389
161,5.333,motorcycle,1377,850,1424,910,0.5033
162,5.367,car,1548,770,1665,876,0.8099
162,5.367,car,1322,920,1489,1073,0.7943
162,5.367,car,1597,663,1686,738,0.6636
162,5.367,car,1468,582,1545,641,0.6332
163,5.4,car,1552,764,1666,868,0.8043
163,5.4,car,1333,915,1495,1064,0.7698
163,5.4,car,1598,662,1686,734,0.7487
164,5.433,car,1342,909,1502,1052,0.8371
164,5.433,car,1553,757,1667,862,0.8115
164,5.433,car,1598,658,1685,730,0.7434
165,5.467,car,1598,656,1685,726,0.8279
165,5.467,car,1556,754,1667,856,0.8072
165,5.467,car,1352,897,1506,1042,0.7054
165,5.467,car,1478,582,1553,634,0.5209
166,5.5,car,1599,654,1685,721,0.8738
166,5.5,car,1559,749,1667,850,0.8486
166,5.5,car,1360,892,1511,1032,0.7323
166,5.5,car,1481,578,1556,634,0.6509
167,5.533,car,1600,653,1685,719,0.8568
167,5.533,car,1562,748,1669,841,0.8383
167,5.533,car,1366,878,1517,1019,0.8306
167,5.533,motorcycle,1149,682,1191,752,0.6211
168,5.567,car,1374,874,1525,1009,0.8532
168,5.567,car,1563,743,1670,837,0.8297
168,5.567,car,1601,650,1687,716,0.7892
168,5.567,motorcycle,1471,630,1507,689,0.5064
169,5.6,car,1604,647,1687,713,0.8151
169,5.6,car,1564,739,1670,829,0.8054
169,5.6,car,1383,870,1528,998,0.7753
170,5.633,car,1605,645,1687,710,0.8353
170,5.633,car,1567,732,1672,824,0.7787
170,5.633,car,1391,864,1532,989,0.7016
171,5.667,car,1605,644,1688,708,0.8566
171,5.667,car,1569,728,1671,817,0.7085
171,5.667,car,1398,856,1537,979,0.7037
171,5.667,motorcycle,1474,627,1511,682,0.5308
171,5.667,motorcycle,1172,674,1211,742,0.5086
172,5.7,car,1608,642,1688,704,0.856
172,5.7,car,1406,845,1542,968,0.7576
173,5.733,car,1608,639,1687,702,0.8878
173,5.733,car,1411,840,1543,958,0.7983
174,5.767,car,1609,635,1687,698,0.846
174,5.767,car,1418,832,1550,950,0.7663
174,5.767,car,1574,716,1673,803,0.5755
174,5.767,car,1572,718,1671,804,0.5108
174,5.767,car,1507,561,1572,613,0.502
175,5.8,car,1610,632,1687,694,0.8204
175,5.8,car,1424,830,1553,941,0.7246
175,5.8,car,1575,713,1672,797,0.5447
176,5.833,car,1612,632,1687,692,0.8488
176,5.833,car,1430,824,1555,933,0.8193
176,5.833,car,1578,711,1673,792,0.5994
177,5.867,car,1613,630,1685,690,0.7681
177,5.867,car,1436,819,1560,927,0.6917
177,5.867,car,1578,706,1672,788,0.5622
178,5.9,car,1442,814,1566,916,0.779
178,5.9,car,1612,626,1686,688,0.7373
178,5.9,car,1580,701,1672,783,0.6592
179,5.933,car,1448,805,1569,908,0.8429
179,5.933,car,1613,622,1686,686,0.7773
179,5.933,car,1581,696,1673,779,0.595
180,5.967,car,1452,804,1570,903,0.7883
180,5.967,car,1613,622,1687,685,0.7868
180,5.967,car,1582,696,1672,773,0.674
181,6.0,car,1457,791,1576,893,0.8181
181,6.0,car,1615,620,1687,682,0.7375
181,6.0,car,1583,694,1673,767,0.715
181,6.0,motorcycle,1437,731,1480,813,0.5209
182,6.033,car,1460,788,1578,886,0.8032
182,6.033,car,1615,617,1686,680,0.77
182,6.033,car,1588,687,1672,764,0.6519
182,6.033,car,1527,550,1589,599,0.516
183,6.067,car,1467,780,1579,880,0.7993
183,6.067,car,1616,616,1686,677,0.7743
183,6.067,car,1589,682,1674,757,0.6878
184,6.1,car,1617,615,1685,674,0.7558
184,6.1,car,1590,681,1674,754,0.7494
184,6.1,car,1472,777,1584,873,0.748
185,6.133,car,1617,611,1686,670,0.7356
185,6.133,car,1478,771,1585,864,0.7308
185,6.133,car,1590,679,1674,749,0.5174
186,6.167,car,1482,766,1591,859,0.7764
186,6.167,car,1618,609,1686,668,0.7588
186,6.167,car,1591,671,1674,745,0.6924
187,6.2,car,1618,609,1687,666,0.6904
187,6.2,car,1593,669,1675,742,0.6402
187,6.2,car,1487,758,1593,854,0.6294
188,6.233,car,1619,608,1685,663,0.7312
188,6.233,car,1489,755,1595,848,0.5562
188,6.233,car,1594,667,1675,737,0.5432
189,6.267,car,1621,605,1686,664,0.6284
189,6.267,car,1595,660,1676,734,0.591
189,6.267,car,1494,750,1599,839,0.5807
189,6.267,car,1619,604,1687,664,0.5418
190,6.3,car,1597,659,1675,731,0.6832
190,6.3,car,1498,744,1600,835,0.6602
190,6.3,car,1622,606,1686,664,0.6209
190,6.3,motorcycle,1460,728,1496,781,0.5751
190,6.3,motorcycle,1458,707,1498,781,0.5034
191,6.333,car,1499,739,1603,831,0.6903
191,6.333,car,1598,655,1675,727,0.6444
191,6.333,motorcycle,1461,702,1498,777,0.5708
192,6.367,car,1599,652,1676,722,0.6575
192,6.367,car,1623,599,1686,657,0.6315
192,6.367,motorcycle,1462,701,1501,773,0.5621
193,6.4,car,1599,651,1677,719,0.6826
193,6.4,car,1623,599,1687,652,0.6594
194,6.433,car,1601,649,1679,714,0.6927
194,6.433,motorcycle,1168,705,1213,759,0.5712
194,6.433,car,1626,597,1688,645,0.516
195,6.467,car,1603,644,1679,711,0.6449
195,6.467,car,1626,593,1685,645,0.6143
196,6.5,car,1602,640,1679,709,0.8108
196,6.5,car,1520,726,1612,802,0.6711
196,6.5,car,1627,591,1688,643,0.5965
